1	0.0651429
1	0.0916639
-1	-0.0605322
-1	-0.0169385
1	-0.0339553
1	0.00301444
-1	-0.0555176
-1	-0.0300092
1	0.0839543
1	0.0349321
1	0.00332744
1	0.0291324
-1	-0.0440665
-1	-0.0331805
-1	-0.0331805
1	0.0379559
-1	-0.0480237
1	0.040946
1	0.0322667
-1	-0.0206992
1	0.0282793
1	0.0167538
1	0.0275045
-1	-0.0336416
-1	-0.095612
1	0.0691556
-1	-0.00789641
-1	-0.0307754
1	0.0320334
-1	-0.0569009
1	0.0331804
-1	-0.0535128
-1	-0.0464563
1	0.0443884
1	0.0250577
-1	-0.0597015
1	0.024704
1	0.051225
-1	0.0320683
1	-0.0422956
1	-0.0127832
1	0.060434
1	-0.0164315
1	0.0331804
1	-0.0331805
-1	-0.0736082
1	-0.00577834
1	0.0200951
1	-0.0213314
1	0.0331804
1	0.0314983
-1	-0.0444417
-1	-0.019011
-1	-0.00560189
-1	-0.0046398
-1	-0.0336416
-1	0.0580254
-1	-0.0228486
-1	-0.0660996
1	0.0673698
-1	-0.096565
1	0.0311463
-1	-0.0659097
-1	-0.0339553
-1	-0.0597015
-1	-0.071957
-1	-0.096565
-1	0.0138526
1	0.0331804
-1	-0.0331805
-1	-0.0295917
-1	-0.0331805
1	0.0306851
-1	-0.0228973
1	0.0210078
1	0.0567589
1	0.0797217
1	-0.00849977
1	-0.0168746
-1	-0.0331805
-1	-0.18855
-1	-0.0828073
-1	-0.119008
-1	0.00914081
-1	-0.124685
-1	-0.0331805
1	-0.0151444
-1	0.0102348
1	0.0364807
1	0.0520262
-1	-0.101887
-1	-0.101435
-1	0.0123709
1	0.0516354
-1	-0.0665658
-1	-0.076537
-1	-0.0775563
-1	-0.0259134
-1	-0.0637406
-1	-0.0252024
1	0.0347158
1	0.00397141
-1	-0.096565
-1	-0.123086
1	0.107034
1	0.0713589
-1	0.0160247
-1	-0.0331805
-1	-0.0762751
1	0.0354906
-1	-0.0737561
-1	-0.0331805
-1	-0.0331805
-1	-0.0331805
1	-0.0263773
1	0.0839543
-1	-0.096565
-1	-0.0147556
-1	-0.0228973
-1	0.0671191
-1	-0.0395405
-1	-0.0515638
1	0.0642923
-1	0.00521498
-1	-0.0330789
-1	-0.0805477
-1	-0.0968842
-1	-0.0323793
1	0.0924651
1	0.0648994
1	0.0616884
1	0.0616884
-1	-0.0643951
-1	-0.0723751
1	0.00804124
-1	-0.0510353
-1	-0.115316
1	-0.0122499
1	0.041691
1	-0.0274005
-1	-0.0680521
1	-0.0422956
1	0.0354906
-1	-0.0540188
1	0.124393
-1	0.00969395
-1	0.0180273
-1	-0.0440665
1	0.067467
-1	0.0852038
-1	-0.0510353
1	0.0111965
1	0.0612027
1	-0.0128481
1	0.0196278
-1	-0.0184378
-1	-0.0562588
1	-0.00262123
1	0.0561827
-1	-0.0565905
1	0.0952834
1	0.0331804
-1	-0.0398842
1	0.0250577
-1	-0.0687975
-1	0.051225
-1	-0.0195741
-1	-0.0564449
-1	-0.101469
1	0.0486905
-1	-0.0187807
-1	-0.0331805
1	0.023487
1	0.036656
1	0.0314525
-1	0.0625097
-1	0.00397141
-1	-0.0978194
-1	-0.0562588
-1	-0.0118763
-1	-0.0561262
1	0.0110372
1	0.0548441
-1	-0.0638399
1	0.0665951
1	0.0237055
1	0.0873072
1	0.0342596
1	0.040946
1	0.0227107
-1	-0.00960198
1	0.0123819
1	-0.00329058
1	0.0194957
-1	0.0152558
-1	-0.0331805
-1	-0.10019
-1	0.0148305
1	0.0239228
1	-0.0241421
1	0.0330195
-1	-0.124381
1	0.0734584
-1	-0.0912694
1	-0.124381
1	0.0421972
-1	-0.0562588
1	0.0335521
1	-0.00292874
-1	-0.0521546
1	-0.0128481
-1	-0.0502128
-1	-0.0124709
-1	-0.141844
-1	-0.0497174
1	0.0017317
1	-0.0565904
1	0.024704
1	0.0282793
1	0.0517326
-1	-0.11376
1	0.0349321
-1	-0.0331805
1	0.067467
1	0.0612027
1	0.109574
-1	-0.035253
1	0.0838908
-1	-0.108613
-1	0.00178532
1	0.0838908
-1	-0.0455858
1	-0.0262646
-1	-0.0919415
-1	-0.097638
-1	-0.0692423
-1	-0.0343395
1	0.0788757
1	0.0388897
-1	-0.0335385
-1	0.000463799
-1	-0.0246729
1	0.0504994
1	0.160139
1	0.0459715
1	0.06845
-1	-0.0331805
-1	-0.112038
1	0.107034
1	0.165217
1	0.0304321
1	0.0148746
1	0.18738
1	0.0559108
-1	-0.0561262
1	0.0524118
1	-0.0152499
-1	-0.0184378
1	-0.0104212
-1	-0.0276132
-1	-0.0497174
1	0.0685585
1	-0.00640844
1	0.0652749
-1	-0.118895
-1	-0.0332936
1	0.0685585
-1	-0.0751145
1	-0.0277686
1	0.0282793
1	-0.0127832
1	0.0315221
-1	-0.0670588
1	0.0117214
1	0.0282793
1	-0.0368649
-1	-0.102121
-1	-0.00495048
1	0.0379351
1	0.0169338
-1	-0.140636
-1	-0.0536513
-1	-0.0347817
-1	0.0239292
-1	-0.0278808
1	0.0179728
1	0.0347799
-1	-0.0813355
1	0.0685585
-1	-0.0605769
1	0.00762746
1	0.0182658
-1	-0.0826472
1	0.0954451
1	-0.0148502
1	0.0534211
-1	0.0173428
-1	-0.0506161
1	-0.0112171
1	0.165516
1	0.147259
-1	-0.0184956
1	0.105758
1	-0.0506161
-1	-0.0992868
1	0.0683531
1	0.0529587
1	0.0751128
1	0.148115
1	0.0497323
-1	-0.0148058
1	0.0592681
-1	0.0474079
1	0.0349321
-1	-0.115289
1	0.0814838
1	0.034774
-1	-0.129781
1	0.00553436
-1	0.0524587
1	0.0320729
1	0.0895964
-1	-0.0409482
-1	-0.0422956
1	0.0320334
1	-0.0331805
1	-0.0600455
1	-0.00137642
1	0.0683531
-1	-0.0183484
-1	-0.0931719
-1	-0.084821
1	-0.0169385
-1	-0.0530489
1	0.0638247
-1	-0.0374843
-1	-0.0525242
-1	-0.0573806
-1	-0.0401922
1	0.133818
1	0.0427486
1	0.0344217
-1	-0.0540188
-1	0.0203912
-1	-0.12626
-1	0.0516354
1	0.0239908
1	0.000497475
-1	-0.151555
1	-0.0395405
1	0.0279224
1	0.0408488
1	0.140373
-1	-0.0342534
-1	-0.0232206
-1	-0.00960198
-1	-0.0587562
1	0.0110372
1	0.0364807
-1	0.00776698
1	-0.0183484
-1	-0.084821
1	-0.0169385
1	0.0673698
1	0.0488511
1	0.107809
1	0.130607
1	0.067467
-1	0.0405901
-1	0.0299906
1	0.148115
-1	0.0269006
-1	-0.116538
-1	-0.0540188
1	0.0429501
1	0.0504502
1	0.0219193
1	0.0673698
1	0.0786216
1	0.0178681
1	0.035387
1	0.0506537
-1	0.0547995
1	0.0250577
-1	-0.151186
1	0.0331804
1	0.0510177
1	0.0349321
1	0.0361229
-1	-0.038575
1	0.0853088
1	0.0381431
1	0.0687738
1	0.00685155
1	0.121317
-1	0.00441479
-1	-0.0110909
-1	-0.0397299
-1	0.0282793
1	-0.0169385
-1	-0.080323
-1	0.0386307
-1	0.0914617
-1	-0.0564449
1	0.0607961
-1	-0.01785
1	0.0331804
1	0.0250577
-1	-0.0664052
1	0.0899998
1	0.019214
-1	-0.0505793
1	0.0234699
-1	-0.0736649
-1	-0.0454431
-1	0.0182044
-1	-0.0146928
1	-0.027078
-1	-0.170749
-1	-0.0502169
-1	-0.140636
1	-0.0169385
-1	-0.0311766
-1	-0.0728489
-1	-0.0502128
-1	-0.0278808
-1	-0.0869624
-1	-0.0753502
-1	-0.0319514
1	0.0766305
-1	-0.114035
-1	-0.0643951
-1	-0.0448157
1	0.106999
1	0.0839543
1	0.0425521
-1	-0.0120973
-1	-0.0161457
1	0.000290269
-1	-0.030145
1	0.0339552
-1	0.0146819
1	0.0169338
-1	0.000268553
1	0.0324322
-1	-0.0179821
-1	-0.113689
-1	0.0197839
1	0.107906
-1	-0.00298938
1	0.0951542
1	0.024704
-1	-0.0364357
-1	-0.0331805
-1	0.00342461
1	0.0344511
1	0.0179949
1	0.067467
1	0.106937
1	0.0621677
1	0.0323367
1	0.0689546
1	0.0395594
1	-0.0262176
-1	-0.0670588
1	0.00966343
-1	0.051225
-1	-0.0320068
-1	-0.0523034
1	-0.0136796
1	0.0453901
1	0.0381431
-1	0.0138699
1	0.051225
1	-0.00558964
-1	-0.0331805
-1	-0.0331805
1	0.0401515
1	0.0513716
-1	-0.0331805
1	0.0899998
-1	0.024704
1	0.0335423
-1	-0.0167567
1	0.0504502
1	0.0665951
1	0.0580829
1	-0.00169214
-1	0.0504502
-1	-0.0444417
-1	-0.11376
-1	-0.12401
1	0.040946
1	0.0101831
1	0.114548
-1	-0.0451815
1	0.0331804
1	0.137703
-1	-0.0643951
-1	-0.0336416
-1	-0.0110909
-1	-0.0331805
-1	-0.0184956
1	0.0320729
1	0.0363303
-1	-0.0569698
1	0.0542582
1	0.04401
-1	-0.0343275
1	0.0595229
1	0.0434837
-1	-0.0134235
1	0.0721464
-1	-0.11929
-1	-0.0331805
1	0.00855292
-1	-0.0196965
-1	-0.113689
-1	-0.052733
-1	-0.0276632
-1	-0.084821
-1	-0.084821
1	-0.0047175
1	0.145294
1	0.0661405
1	0.108421
-1	-0.0363693
-1	-0.0284914
1	0.00178532
1	0.0331804
1	0.0331804
1	-0.0331805
-1	-0.0331805
-1	-0.0331805
1	0.020402
1	0.0170641
-1	-0.0220842
1	-0.0110909
1	-0.0444417
1	0.0331804
1	0.05527
-1	0.00855292
1	0.00521498
1	-0.0331805
1	0.00685155
-1	-0.0602138
-1	-0.0287209
1	0.0661405
-1	-0.0395405
1	0.0236777
-1	-0.0331805
1	0.0565113
-1	-0.140636
-1	-0.0331805
1	0.0768218
1	0.0170367
-1	-0.0331805
1	-0.00598873
-1	-0.0331805
-1	-0.0331805
-1	-0.108728
-1	-0.114059
-1	-0.016476
-1	-0.0331805
-1	-0.125034
-1	-0.0331805
1	0.0768218
1	0.181281
1	-0.0331805
1	0.0464346
1	-0.0331805
-1	-0.0331805
-1	-0.0331805
-1	0.0186362
1	0.0100218
-1	-0.0512157
-1	-0.0237507
1	-0.00824604
-1	-0.0331805
-1	0.00521498
-1	-0.015786
-1	-0.0134764
-1	-0.0331805
1	0.0301675
1	0.0279077
-1	-0.11241
-1	-0.109835
-1	-0.0622733
-1	-0.0721961
-1	-0.0638771
-1	-0.0968842
1	0.0367631
1	0.0520262
-1	0.0234095
1	-0.00441279
-1	-0.0250428
-1	0.00153341
1	0.067467
1	-0.0323793
1	0.0292242
-1	-0.0723751
-1	-0.0723751
-1	0.00100894
1	0.0581156
1	0.12433
-1	0.0344511
1	-0.0103891
-1	-0.0648525
1	0.0247694
-1	-0.0506557
1	-0.0395405
1	0.0335521
-1	0.0339152
-1	-0.0134629
1	-0.0616286
-1	-0.113284
-1	-0.164819
-1	-0.0464563
-1	-0.123086
-1	-0.123008
1	0.0651429
-1	0.0604415
-1	-4.19244e-05
-1	-0.0381677
-1	-0.0510353
1	0.0362128
-1	-0.0169385
1	0.0759295
-1	-0.0338853
1	0.067467
1	0.0664985
1	-0.0116089
1	0.0394448
1	0.040946
-1	-0.0506161
-1	-0.0169385
1	0.0636263
1	0.067467
-1	-0.0331805
1	0.067467
1	0.0349321
-1	-0.0354219
1	0.0180273
-1	-0.105264
1	0.0349321
1	0.0349321
-1	-0.13346
-1	-0.0852849
1	0.0603206
-1	-0.00889656
-1	-0.00889656
-1	-0.105264
-1	-0.082526
1	-0.0490014
1	0.101885
-1	-0.101435
-1	0.0239292
-1	0.0239292
1	0.0665951
1	0.024704
1	0.0991564
1	-0.0295807
1	0.0998483
1	-0.00824604
1	0.0388897
1	-0.0535128
-1	-0.0660996
-1	-0.163682
-1	-0.0945731
-1	-0.11353
-1	-0.176932
-1	-0.0398842
1	0.0683808
-1	-0.0331805
1	0.0331804
-1	-0.051125
-1	-0.0099251
-1	0.00315935
1	0.0651429
1	0.107034
1	0.107809
1	0.0516354
1	0.0920743
-1	0.0239908
